time,drone_id,x,y,z,target_x,target_y,target_z,formation_error,min_distance
7.2,1,12.8799,6.4396,2.0,20.0,10.0,2.0,0.0,3.5491
7.2,2,9.6022,3.8006,2.0,20.0,10.0,2.0,1.4285,3.5491
7.2,3,9.6022,7.8006,2.0,20.0,10.0,2.0,1.4285,3.5491
7.3,1,13.0588,6.529,2.0,20.0,10.0,2.0,0.0,3.5491
7.3,2,9.7811,3.8901,2.0,20.0,10.0,2.0,1.4285,3.5491
7.3,3,9.7811,7.8901,2.0,20.0,10.0,2.0,1.4285,3.5491
7.4,1,13.2377,6.6185,2.0,20.0,10.0,2.0,0.0,3.5491
7.4,2,9.96,3.9795,2.0,20.0,10.0,2.0,1.4286,3.5491
7.4,3,9.96,7.9795,2.0,20.0,10.0,2.0,1.4286,3.5491
7.5,1,13.4166,6.7079,2.0,20.0,10.0,2.0,0.0,3.5491
7.5,2,10.1388,4.069,2.0,20.0,10.0,2.0,1.4286,3.5491
7.5,3,10.1388,8.069,2.0,20.0,10.0,2.0,1.4286,3.5491
7.6,1,13.5954,6.7974,2.0,20.0,10.0,2.0,0.0,3.5491
7.6,2,10.3177,4.1584,2.0,20.0,10.0,2.0,1.4286,3.5491
7.6,3,10.3177,8.1584,2.0,20.0,10.0,2.0,1.4286,3.5491
7.7,1,13.7743,6.8868,2.0,20.0,10.0,2.0,0.0,3.5491
7.7,2,10.4966,4.2479,2.0,20.0,10.0,2.0,1.4286,3.5491
7.7,3,10.4966,8.2479,2.0,20.0,10.0,2.0,1.4286,3.5491
7.8,1,13.9532,6.9763,2.0,20.0,10.0,2.0,0.0,3.5491
7.8,2,10.6755,4.3373,2.0,20.0,10.0,2.0,1.4286,3.5491
7.8,3,10.6755,8.3373,2.0,20.0,10.0,2.0,1.4286,3.5491
7.9,1,14.1321,7.0657,2.0,20.0,10.0,2.0,0.0,3.5491
7.9,2,10.8544,4.4268,2.0,20.0,10.0,2.0,1.4286,3.5491
7.9,3,10.8544,8.4268,2.0,20.0,10.0,2.0,1.4286,3.5491
8.0,1,14.311,7.1552,2.0,20.0,10.0,2.0,0.0,3.5491
8.0,2,11.0332,4.5162,2.0,20.0,10.0,2.0,1.4286,3.5491
8.0,3,11.0332,8.5162,2.0,20.0,10.0,2.0,1.4286,3.5491
8.1,1,14.4898,7.2446,2.0,20.0,10.0,2.0,0.0,3.5491
8.1,2,11.2121,4.6057,2.0,20.0,10.0,2.0,1.4286,3.5491
8.1,3,11.2121,8.6057,2.0,20.0,10.0,2.0,1.4286,3.5491
8.2,1,14.6687,7.3341,2.0,20.0,10.0,2.0,0.0,3.5491
8.2,2,11.391,4.6951,2.0,20.0,10.0,2.0,1.4286,3.5491
8.2,3,11.391,8.6951,2.0,20.0,10.0,2.0,1.4286,3.5491
8.3,1,14.8476,7.4235,2.0,20.0,10.0,2.0,0.0,3.5491
8.3,2,11.5699,4.7846,2.0,20.0,10.0,2.0,1.4286,3.5491
8.3,3,11.5699,8.7846,2.0,20.0,10.0,2.0,1.4286,3.5491
8.4,1,15.0265,7.513,2.0,20.0,10.0,2.0,0.0,3.5491
8.4,2,11.7488,4.874,2.0,20.0,10.0,2.0,1.4286,3.5491
8.4,3,11.7488,8.874,2.0,20.0,10.0,2.0,1.4286,3.5491
8.5,1,15.2054,7.6024,2.0,20.0,10.0,2.0,0.0,3.5491
8.5,2,11.9276,4.9635,2.0,20.0,10.0,2.0,1.4286,3.5491
8.5,3,11.9276,8.9635,2.0,20.0,10.0,2.0,1.4286,3.5491
8.6,1,15.3842,7.6919,2.0,20.0,10.0,2.0,0.0,3.5491
8.6,2,12.1065,5.0529,2.0,20.0,10.0,2.0,1.4286,3.5491
8.6,3,12.1065,9.0529,2.0,20.0,10.0,2.0,1.4286,3.5491
8.7,1,15.5631,7.7813,2.0,20.0,10.0,2.0,0.0,3.5491
8.7,2,12.2854,5.1424,2.0,20.0,10.0,2.0,1.4286,3.5491
8.7,3,12.2854,9.1424,2.0,20.0,10.0,2.0,1.4286,3.5491
8.8,1,15.742,7.8708,2.0,20.0,10.0,2.0,0.0,3.5491
8.8,2,12.4643,5.2318,2.0,20.0,10.0,2.0,1.4286,3.5491
