time,drone_id,x,y,z,target_x,target_y,target_z,formation_error,min_distance
2.7,4,-0.445,-2.2415,2.0,20.0,10.0,2.0,1.4329,2.8907
2.7,5,-0.4451,5.8026,2.0,20.0,10.0,2.0,1.4134,2.8907
2.8,1,5.0011,2.493,2.0,20.0,10.0,2.0,0.0,2.8907
2.8,2,1.7747,-0.1096,2.0,20.0,10.0,2.0,1.3664,2.8907
2.8,3,1.7747,3.8465,2.0,20.0,10.0,2.0,1.3864,2.8907
2.8,4,-0.2693,-2.1536,2.0,20.0,10.0,2.0,1.4255,2.8907
2.8,5,-0.2694,5.8905,2.0,20.0,10.0,2.0,1.4061,2.8907
2.9,1,5.1617,2.5734,2.0,20.0,10.0,2.0,0.0,2.8908
2.9,2,1.9495,-0.0221,2.0,20.0,10.0,2.0,1.3506,2.8908
2.9,3,1.9495,3.9339,2.0,20.0,10.0,2.0,1.3706,2.8908
2.9,4,-0.0946,-2.0662,2.0,20.0,10.0,2.0,1.4097,2.8908
2.9,5,-0.0946,5.978,2.0,20.0,10.0,2.0,1.3903,2.8908
3.0,1,5.3143,2.6498,2.0,20.0,10.0,2.0,0.0,2.8908
3.0,2,2.1223,0.0643,2.0,20.0,10.0,2.0,1.328,2.8908
3.0,3,2.1223,4.0203,2.0,20.0,10.0,2.0,1.348,2.8908
3.0,4,0.0782,-1.9797,2.0,20.0,10.0,2.0,1.3871,2.8908
3.0,5,0.0782,6.0644,2.0,20.0,10.0,2.0,1.3677,2.8908
3.1,1,5.4592,2.7223,2.0,20.0,10.0,2.0,0.0,2.8908
3.1,2,2.2923,0.1494,2.0,20.0,10.0,2.0,1.3,2.8908
3.1,3,2.2923,4.1054,2.0,20.0,10.0,2.0,1.3201,2.8908
3.1,4,0.2482,-1.8947,2.0,20.0,10.0,2.0,1.3592,2.8908
3.1,5,0.2482,6.1495,2.0,20.0,10.0,2.0,1.3397,2.8908
3.2,1,5.597,2.7913,2.0,20.0,10.0,2.0,0.0,2.8908
3.2,2,2.4587,0.2327,2.0,20.0,10.0,2.0,1.2679,2.8908
3.2,3,2.4587,4.1887,2.0,20.0,10.0,2.0,1.2879,2.8908
3.2,4,0.4146,-1.8114,2.0,20.0,10.0,2.0,1.3271,2.8908
3.2,5,0.4146,6.2328,2.0,20.0,10.0,2.0,1.3076,2.8908
3.3,1,5.721,2.8395,2.0,20.0,10.0,2.0,0.0,2.8908
3.3,2,2.6212,0.314,2.0,20.0,10.0,2.0,1.219,2.8908
3.3,3,2.6212,4.2699,2.0,20.0,10.0,2.0,1.2386,2.8908
3.3,4,0.5771,-1.7301,2.0,20.0,10.0,2.0,1.2779,2.8908
3.3,5,0.5771,6.314,2.0,20.0,10.0,2.0,1.2589,2.8908
3.4,1,5.838,2.8818,2.0,20.0,10.0,2.0,0.0,2.8908
3.4,2,2.7783,0.3906,2.0,20.0,10.0,2.0,1.168,2.8908
3.4,3,2.7782,4.3466,2.0,20.0,10.0,2.0,1.1873,2.8908
3.4,4,0.7341,-1.6535,2.0,20.0,10.0,2.0,1.2268,2.8908
3.4,5,0.7341,6.3907,2.0,20.0,10.0,2.0,1.2082,2.8908
3.5,1,5.9483,2.9183,2.0,20.0,10.0,2.0,0.0,2.8908
3.5,2,2.9297,0.4625,2.0,20.0,10.0,2.0,1.1159,2.8908
3.5,3,2.9297,4.4184,2.0,20.0,10.0,2.0,1.1346,2.8908
3.5,4,0.8856,-1.5816,2.0,20.0,10.0,2.0,1.1744,2.8908
3.5,5,0.8856,6.4625,2.0,20.0,10.0,2.0,1.1563,2.8908
3.6,1,6.0522,2.9491,2.0,20.0,10.0,2.0,0.0,2.8908
3.6,2,3.0754,0.5294,2.0,20.0,10.0,2.0,1.0632,2.8908
3.6,3,3.0754,4.4853,2.0,20.0,10.0,2.0,1.0814,2.8908
3.6,4,1.0313,-1.5147,2.0,20.0,10.0,2.0,1.1214,2.8908
3.6,5,1.0313,6.5294,2.0,20.0,10.0,2.0,1.1038,2.8908
3.7,1,6.1503,2.9744,2.0,20.0,10.0,2.0,0.0,2.8908
3.7,2,3.2152,0.5913,2.0,20.0,10.0,2.0,1.0105,2.8908
3.7,3,3.2152,4.5472,2.0,20.0,10.0,2.0,1.028,2.8908
